,Tweet,Date
716,The Rise of SIM Swapping: How and Why Bitcoiners Need to Protect Themselves via /r/Bitcoin https://t.co/8LocsjyOtT,2020-02-04 23:59:21
717,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/RXrFmwohLJ,2020-02-04 23:59:21
718,"RT @cryptocom: Look 👀how fast bitcoin is moving! This week we're giving away $5,000 USD💰in $BTC. $50 each to 100 people who 
✅Follow
✅Like…",2020-02-04 23:59:12
719,"RT @AyeshaSelden: 6 Things you probably didn’t know you could buy in a self-directed IRA:
1. Real Estate
2. Undeveloped Land
3. Tax Liens
4…",2020-02-04 23:59:09
720,"@BurgerCryptoAM Alt pumpers are the new #TSLA shorts: ""It's coming""

No it's not. Refocus. Stop shorting a winner.… https://t.co/Ob1yE0r3tm",2020-02-04 23:59:09
721,Daily profit for HODLING BTC since 2013 Data taken since 29/10/2018 @ 10:45am (UTC) Updated every hour #bitcoin… https://t.co/duKdYZtgEe,2020-02-04 23:59:06
722,"RT @blockfolio: Tesla's market cap is now larger than bitcoin's.

Tesla: $168B
Bitcoin: $167.6B

@elonmusk = SATOSHI CONFIRMED",2020-02-04 23:59:05
723,RT @TheMehulPatel: Do you even #Bitcoin?,2020-02-04 23:59:04
724,"What if I believed in Bitcoin about 9 years ago, and I bought it instead of spending $2000 on beach vacations two t… https://t.co/5Kdz9tyJgc",2020-02-04 23:59:02
725,"RT @Ianbins: On Bitso (ODL exchange), XRP is the #1 by volume and is 5 times bigger than the second (Bitcoin)💥

Thank you @panosmek https:/…",2020-02-04 23:58:58
726,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:58:57
727,"RT @ancapquotes: ""Bitcoin is the beginning of something great: a currency without a government, something necessary and imperative."" - Nass…",2020-02-04 23:58:56
728,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:58:55
729,"Bitcoin Bull Flag or Top Formation, Part 2

Update i posted few hours ago in my previous analysis:

This is not exa… https://t.co/p3LOFe4O5w",2020-02-04 23:58:53
730,"RT @BetllerOfficial: 🎁 Daily 6 USD Giveaway 🎁

✅ Like
✅ RT
✅ Follow @BetllerOfficial
✅ Tag 2 friends

Random 2 winners picked in 24 hours
3…",2020-02-04 23:58:51
731,"RT @XRP_OWL: Bitcoin = Fools Gold

Utility is all that matters

Retail Boom 2017 = wake up call to governments and FI's (and manipulated)…",2020-02-04 23:58:45
732,The New World Order will run on top of BitCoin SV🐉 #BSV . Everything will be tokenized. 🐉 #BSV 🐉 https://t.co/Kj69o1AulG,2020-02-04 23:58:43
733,@binance Will @binance support @ringcointech #bitcoin fork?,2020-02-04 23:58:40
734,"Circuit Tokens: Bootstrap funding for public goods with block rewards

@niran wrote:
The Bitcoin network is several… https://t.co/FeZ6Kvs3TM",2020-02-04 23:58:38
735,Literally the most inconsistent personality I've seen on Twitter... hope it goes better than the Whack'd token and… https://t.co/TWWKWMkATx,2020-02-04 23:58:34
736,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:58:32
737,@Hodl8333 Bitcoin,2020-02-04 23:58:30
738,"RT @Cryptoskulll: 🎁 10$ #ETH
FLASH #Giveaway 🎁

⭐️Follow:
@GermanCoin_GCX
⭐️RT + @3Friends 
⭐️ Turn on Notifications
In All Accounts 🔔 

⏰…",2020-02-04 23:58:29
739,RT @LitecoinCash: 5000 #LCC #Giveaway  Join us on the #Journey ! The #Ring is coming! #cryptocurrency #bitcoin #crypto #blockchain #btc #da…,2020-02-04 23:58:28
740,"@RoyCavalera3 @Twitter @cryptopedia_net Yes Its very Nice and Pretty
#Bitcoin

Congrats To your winnings #♥️♥️♥️",2020-02-04 23:58:23
741,The Race to Own 1 Full Bitcoin Has Begun by @ssaurel https://t.co/err6syUosQ,2020-02-04 23:58:21
742,"RT @D1G1T4L_M: What if a trading platform existed where you could place trades, share them with your audience to support your technical ana…",2020-02-04 23:58:19
743,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:58:18
744,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:58:15
745,"@BorisJohnson @CeeMacBee Low/No taxes for #Cryptocurrency #Bitcoin boosting tech economy 👍
UK Lowest Electricity $0… https://t.co/h12si1f7T5",2020-02-04 23:58:14
746,"cryptodailyuk: How #Bitcoin Could Be The Key To #WorldPeace

Read more: https://t.co/CIqPmRZ7WE",2020-02-04 23:58:05
747,"RT @BTC_Macro: Don't buy stupid shit you don't need. Save your money, and put it into Bitcoin.

Every $100 you spend today will be worth at…",2020-02-04 23:58:02
748,"RT @nebraskangooner: 🚨 GIVEAWAY 🚨

What happens if your email forgets your password?
Your #bitcoin will be lost

I'm giving away a Cryptota…",2020-02-04 23:58:00
749,"RT @AmeriCannaBlunt: This is my buddy Kat . 
I needed #laughtertherapy.
Hemp banking has been difficult for TERPS.
 ""  PayPal closed &amp; whit…",2020-02-04 23:57:59
750,"RT @BTC_Macro: Don't buy stupid shit you don't need. Save your money, and put it into Bitcoin.

Every $100 you spend today will be worth at…",2020-02-04 23:57:58
751,"RT @earlybirdly: Decentralised #crypto trading exchange Nash values data privacy, has a great UI and is overall very customer oriented incl…",2020-02-04 23:57:55
752,"XRP Volume Flips Bitcoin (BTC) on Crypto Exchange Bitso As Ripple Gains Traction in Mexico 

https://t.co/dP3g0CpLGe",2020-02-04 23:57:54
753,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:57:51
754,"RT @bitcoingold: Great crypto market recap for January 2020. $BTG  was the fifth largest gainer!  
#bitcoin #cryptocurrency #cryptomarket #…",2020-02-04 23:57:50
755,Things I wish I knew before building Ethereum #DeFi dapps https://t.co/qbAGPmGo66 #bitcoin,2020-02-04 23:57:49
756,"RT @BitPivots: 🤑 GIVING AWAY 2 BITCOIN! ($18,500 USD)

Found some money on an exchange I forgot about. I'm gonna give the 2 $BTC to one of…",2020-02-04 23:57:47
757,"@BTC_Macro Bitcoins and Bat soup, Bitcoin is owned and operated in Shengdong. Old tech, Chinese mining collectable",2020-02-04 23:57:47
758,@davewantsmoore @blbtheman @libertytxn @LiamMidderham @BitcoinSV @_unwriter What is the supply (of block space) vs… https://t.co/INihAvSFag,2020-02-04 23:57:47
759,I wonder if someone will ever develop a program that allows you to earn #Bitcoin back and #stacksats on your Nike p… https://t.co/kvroaHSFtP,2020-02-04 23:57:46
760,"RT @murphsicles: Bitcoin just made crypto irrelevant.

#BSV",2020-02-04 23:57:39
761,If you aren’t investing in BitCoin then you are missing your chance!,2020-02-04 23:57:38
762,"@HaileyLennonBTC Tesla is nothing
Bitcoin king",2020-02-04 23:57:37
763,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:57:34
764,Craig Wright’s ‘Bonded Courier’ Allegedly an Attorney Who Can’t Communicate https://t.co/1TbqWf2l2o,2020-02-04 23:57:32
765,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:57:30
766,💰For Good Karma Donate To This Twitter Account On CashApp $atomic811 So I Can Buy Bitcoin:💰 New video by Stefan Mol… https://t.co/I66489hBjg,2020-02-04 23:57:27
767,CoronaVirus Pandemic:Find out what's really happening in Wuhan &amp; why the lying Mainstream Media is downplaying this… https://t.co/rMr3pa68Ez,2020-02-04 23:57:27
768,"RT @nebraskangooner: #bitcoin

I just closed my short in profit. 🔥🔥

Entry: $9336
Exit: $9253

I saw a really good opportunity and I took i…",2020-02-04 23:57:26
769,"RT @100trillionUSD: #bitcoin network is getting stronger! 
Last difficulty adjustment was the third positive adjustment this year (3 red do…",2020-02-04 23:57:20
770,"On Bitcoin And Dark Markets

Bitcoin’s history is intertwined with drug markets. Just like it is intertwined with e… https://t.co/CS1ldJAM8v",2020-02-04 23:57:19
771,I hope that Juiice coin will make a better future cryptocurrency. Definitely one of the coins to watch out for.… https://t.co/Ru6lgICxjL,2020-02-04 23:57:16
772,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:57:09
773,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:57:08
774,"RT @Bitforcoinz: Nice!!😎

#XRP Volume Flips Bitcoin (BTC) on Crypto Exchange Bitso As #Ripple Gains Traction in Mexico

USECASE IS THE KEY-…",2020-02-04 23:57:06
775,"RT @FeraSY1: If you like #Bitcoin you should have some #ETH &amp; #EOS in your pocket

Both Majors #BTC paired charts are BULLISH🔥

I like bitc…",2020-02-04 23:57:05
776,"RT @Bitboy_Crypto: 🎉 #Bitcoin Giveaway! 🎉

I'm giving away $200 in #Bitcoin. Winners picked on the #Blockchain with @fairpickapp on Februar…",2020-02-04 23:57:04
777,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:57:03
778,"RT @APompliano: WHOA.

The owner of the New York Stock Exchange is thinking about taking over eBay at a valuation of more than $30 billion.…",2020-02-04 23:57:03
779,"@CryptoWhale This is awesome!!
#Bitcoin",2020-02-04 23:56:52
780,"RT @manianban: Crypto CEO: Bitcoin Will Hit Record High of $30,000 in 2020 for This Reason https://t.co/kQA11ut4st",2020-02-04 23:56:51
781,RT @adam22: I need somebody to send me some bitcoin so I can play poker on stream 😐 otherwise I gotta wait 6 days for my account to get ver…,2020-02-04 23:56:45
782,"In @Bynamic, in addition to obtaining the best interest rate, you have the opportunity to win ETH directly to your… https://t.co/wY37I8TFSX",2020-02-04 23:56:44
783,"RT @cryptobrice: 🎁🥳 $10 $BTC #Giveaway  🎁🥳

 To enter the giveaway: 

☑️Follow @TheLFEToken+ @Ajoobz +@Eljaboom
☑️Retweet and Like
☑️Tag 2…",2020-02-04 23:56:44
784,"@BurgerCryptoAM Nah. Been hearing ""CT"" influencers pump alts ""it's coming"" for months now. Over two quarters.

Noth… https://t.co/s1j67L08nk",2020-02-04 23:56:43
785,"RT @RoyCavalera3: @Twitter did something nice..
You know it? Answer it in the comment..!

1 winner random get 500 $DOGE

My winning from @c…",2020-02-04 23:56:42
786,So annoyed I never got on the TSLA bandwagon. The new Bitcoin. https://t.co/A94GYgzjuq,2020-02-04 23:56:39
787,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:56:38
788,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:56:33
789,Deutsche Bank Reports €5.3 Billion in Net Loss for 2019 as It Counts the Cost of Restructuring… https://t.co/TqAXvpJv1D,2020-02-04 23:56:32
790,"RT @BankXRP: BLOCKTV's technical analyst Joe_Saz has shocked the nation with news that he is bullish on $XRP.

He answers on whether he thi…",2020-02-04 23:56:21
791,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:56:21
792,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:56:20
793,So bitcoin never really took off like y’all thought?,2020-02-04 23:56:19
794,"RT @CryptoWhale: 🎁 5 BITCOIN GIVEAWAY 🎁

I’m giving away 5 $BTC to a random follower of mine! I love giving back to my supporters! 

Instru…",2020-02-04 23:56:17
795,Some people dream of success while others wake up and work#bitcoin #cryptocurrency  #binaryoptiontraders  #trading https://t.co/PXau1dQ8yy,2020-02-04 23:56:17
796,"RT @XRP_OWL: Bitcoin = Fools Gold

Utility is all that matters

Retail Boom 2017 = wake up call to governments and FI's (and manipulated)…",2020-02-04 23:56:15
797,@realDonaldTrump bitcoin,2020-02-04 23:56:14
798,Craig Wright’s ‘Bonded Courier’ Allegedly an Attorney Who Can’t Communicate https://t.co/GBUSSuVesv  #XBT #BTC #Bitcoin,2020-02-04 23:56:12
799,"RT @get_pei: RT this quoted tweet for a chance to win 100,000 satoshis 👇 #bitcoin",2020-02-04 23:56:12
